"Rank","Title","Status","Study Results","Conditions","Interventions","Gender","Age","Phases","Enrollment","Completion Date","Locations","URL"
299,"Trial To Assess The Safety And Tolerability Of Lucinactant For Inhalation In Preterm Neonates 26 to 28 Weeks PMA","Terminated","Has Results","Respiratory Distress Syndrome","Combination Product: Lucinactant for inhalation|Device: nCPAP alone","All","26 Weeks to 28 Weeks   (Child)","Phase 2","48","August 11, 2017","Loma Linda University Medical Center, Loma Linda, California, United States|Sharp Mary Birch Hospital for Women and Newborns, San Diego, California, United States|Christiana Care Health System, Newark, Delaware, United States|University of Miami, Miami, Florida, United States|University of Louisville, Louisville, Kentucky, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States|Columbia University College of Physicians and Surgeons, New York Presbyterian Hospital - Morgan Stanley Children's Hospital, New York, New York, United States|New Hanover Regional Medical Center, Wilmington, North Carolina, United States|Providence St. Vincent Medical Center, Portland, Oregon, United States|Women and Infants Hospital, Providence, Rhode Island, United States|Foothills Medical Centre, Calgary, Alberta, Canada|Royal Alexandria Hospital, Edmonton, Alberta, Canada|Sunnybrook Health Sciences Centre, Toronto, Ontario, Canada|Montreal Children's Hospital, Montreal, Quebec, Canada|Hospital Dr Sotero Del Rio, Santiago, Chile|Hospital San Juan de Dios, Santiago, Chile|S.U. nr2im. Dr. Jana Biziela Oddzial Kliniczny N. W. Z. Intensywna Terapia Noworodka wraz z Wgjazdowy m Zespolem N, Bydgoszcz, Kujawsko-pomorksie, Poland|Instytut Centrum Zdrowja Matki Polki Klinika Neonatologii, Lodz, Lodzkie, Poland|Szpital Kliniczny im. Ks, Anny Mazowieckiej Klinika Neonatologii, Warsaw, Mazowieckie, Poland|Ginekologiczno-Polozniczy Szpital Klinicznym UM im. Karola Marcinkowskiego w Poznan i u Katedra Neonatologii, Poznan, Wielkopolskie, Poland","https://ClinicalTrials.gov/show/NCT02528318"
300,"Trial to Assess the Safety and Tolerability of Lucinactant for Inhalation in Premature Neonates","Completed","Has Results","Respiratory Distress Syndrome","Drug: Lucinactant for Inhalation|Device: nCPAP alone","All","29 Weeks to 34 Weeks   (Child)","Phase 2","80","November 2015","University of Alabama at Birmingham, Birmingham, Alabama, United States|Arkansas Children's Hospital, Little Rock, Arkansas, United States|Loma Linda University Medical Center, Loma Linda, California, United States|Sharp Mary Birch Hospital for Women and Newborns, San Diego, California, United States|Christiana Care Health System, Newark, Delaware, United States|University of Miami, Miami, Florida, United States|Riley Hospital for Children at IU Health, Indianapolis, Indiana, United States|University of Louisville, Louisville, Kentucky, United States|Mid Atlantic Neonatology Associates, Morristown, New Jersey, United States|Duke University Medical Center, Durham, North Carolina, United States|Providence St. Vincent Medical Center, Portland, Oregon, United States","https://ClinicalTrials.gov/show/NCT02074059"
301,"External Nasal Dilator and Oxygen Therapy in Respiratory Failure","Completed","Has Results","Acute Respiratory Failure","Device: External nasal dilator (END)|Other: High flow nasal cannula (HFNC)","All","1 Day to 18 Years   (Child, Adult)","Not Applicable","55","June 15, 2016","LLUCH, Loma Linda, California, United States","https://ClinicalTrials.gov/show/NCT02662387"
302,"Effect Of Acute Inflammatory Mediators On Functional Limitations In Patients With Acute Respiratory Failure","Completed","No Results Available","Acute Respiratory Failure","Other: Early ICU rehabilitation strategies|Other: Usual Care","All","18 Years and older   (Adult, Older Adult)","Not Applicable","100","August 2009","Wake Forest School of Medicine, Winston-Salem, North Carolina, United States","https://ClinicalTrials.gov/show/NCT01707303"
303,"Activated Protein C to Treat Acute Lung Injuries","Terminated","No Results Available","Respiratory Distress Syndrome, Adult","Drug: Xigris","All","18 Years and older   (Adult, Older Adult)","Phase 2","90","February 2007","University of California San Francisco at Fresno, Fresno, California, United States|University of Southern California, Los Angeles, California, United States|San Francisco General Hospital, San Francisco, California, United States|University of California San Francisco, San Francisco, California, United States|Stanford University, Department of Pulmonary and Critical Care, Stanford, California, United States|Yale School of Medicine, Section of Pulmonary & Critical Care Medicine, New Haven, Connecticut, United States|Joseph M. Still Burn Center, Augusta, Georgia, United States|Bay State Medical Center, Springfield, Massachusetts, United States|Oregon Health Sciences University, Portland, Oregon, United States","https://ClinicalTrials.gov/show/NCT00112164"
304,"Variable Ventilation During Acute Respiratory Failure","Terminated","No Results Available","Acute Respiratory Failure","Device: variable ventilation|Other: Conventional ventilation","All","18 Years and older   (Adult, Older Adult)","Not Applicable","7","December 23, 2016","Boston Medical Center, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT01083277"
305,"Standardized Rehabilitation for Intensive Care Unit (ICU) Patients With Acute Respiratory Failure","Completed","No Results Available","Acute Respiratory Failure","Other: Standardized Rehabilitation|Other: Usual Care","All","18 Years and older   (Adult, Older Adult)","Not Applicable","300","June 2015","Wake Forest University Health Sciences, Winston-Salem, North Carolina, United States","https://ClinicalTrials.gov/show/NCT00976833"
306,"The Safety and Preliminary Tolerability of Lyophilized Lucinactant in Adults With Coronavirus Disease 2019 (COVID-19)","Completed","No Results Available","COVID-19|Acute Lung Injury/Acute Respiratory Distress Syndrome (ARDS)","Drug: Lucinactant","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","20","March 16, 2022","University California San Diego - Jacobs Medical Center, La Jolla, California, United States|University of California San Diego - Medical Center, Hillcrest, San Diego, California, United States|Augusta University Health, Augusta, Georgia, United States|University of Kentucky, Lexington, Kentucky, United States|Tufts Medical Center, Boston, Massachusetts, United States|Brigham and Womens, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States|CEMIC - Centro de Educacion Medica e Investigaciones Clinicals, Buenos Aires, Argentina|Hospital Alemán, Buenos Aires, Argentina|Hospital Italiano, Buenos Aires, Argentina|Sanatorio Güemes, Buenos Aires, Argentina","https://ClinicalTrials.gov/show/NCT04389671"
307,"Safety and Efficacy Study of the Draeger Babylog VN500 Device in HFOV Mode in VLBW Neonates","Unknown status","No Results Available","Respiratory Distress Syndrome In Premature Infants","Device: Babylog VN500 in HFOV Mode","All","23 Weeks to 30 Weeks   (Child)","Not Applicable","225","September 2020","Arkansas Children's Hospital, Little Rock, Arkansas, United States|University of Arkansas for Medical Sciences, Little Rock, Arkansas, United States|Sharp Mary Birch Hospital for Women and Newborns, San Diego, California, United States|University of Iowa Hospitals and Clinics, Iowa City, Iowa, United States|Children's Hospitals and Clinics of Minnesota, Minneapolis, Minnesota, United States|St. Paul Children's Hospital, Saint Paul, Minnesota, United States|University of Mississippi Medical Center, Jackson, Mississippi, United States|New Hanover Regional Medical Center, Wilmington, North Carolina, United States|Women & Infants Hospital of Rhode Island, Providence, Rhode Island, United States|Medical University of South Carolina, Charleston, South Carolina, United States|University of Texas Health Science Center at San Antonio, San Antonio, Texas, United States|North Central Baptist Hospital, San Antonio, Texas, United States|Intermountain Medical Center, Murray, Utah, United States|University of Utah Health Science Center, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT02445040"
308,"LIPS-A: Lung Injury Prevention Study With Aspirin","Completed","Has Results","Acute Respiratory Distress Syndrome","Drug: Aspirin|Drug: Lactose powder","All","18 Years and older   (Adult, Older Adult)","Phase 2","400","September 2015","Stanford Univeristy, Stanford, California, United States|Bridgeport Hospital, Bridgeport, Connecticut, United States|University of Florida, Gainsville, Florida, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|University of Illinois at Chicago, Chicago, Illinois, United States|University of Louisville Medical Center, Louisville, Kentucky, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Brigham and Women's Hospital, Boston, Massachusetts, United States|Beth Israel Deaconess Medical Center, Boston, Massachusetts, United States|University of Michigan, Ann Arbor, Michigan, United States|Mayo Clinic in Rochester, Rochester, Minnesota, United States|Montefiore Medical Center, Bronx, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Wake Forest University Medical Center, Winston Salem, North Carolina, United States|Temple University School of Medicine, Philadelphia, Pennsylvania, United States|Harborview Medical Center, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT01504867"
309,"PROSpect: Prone and Oscillation Pediatric Clinical Trial","Enrolling by invitation","No Results Available","Acute Respiratory Distress Syndrome in Children","Other: Either supine or prone positioning and either CMV or HFOV","All","2 Weeks to 20 Years   (Child, Adult)","Not Applicable","800","July 31, 2026","Children's of Alabama, Birmingham, Alabama, United States|Phoenix Children's Hospital, Phoenix, Arizona, United States|Arkansas Children's Hospital, Little Rock, Arkansas, United States|Children's Hospital Orange County, Orange, California, United States|Stanford Children's Health, Palo Alto, California, United States|UCSF Benioff Children's, San Francisco, California, United States|Connecticut Children's Medical Center, Hartford, Connecticut, United States|Yale University, New Haven, Connecticut, United States|Nemours Foundation, Wilmington, Delaware, United States|Holtz Children's Hospital, Miami, Florida, United States|Kapiolani Medical Center for Women and Children, Honolulu, Hawaii, United States|Ann & Robert Lurie Children's Hospital of Chicago, Chicago, Illinois, United States|Riley Hospital for Children at IU Health, Indianapolis, Indiana, United States|University of Iowa Stead Family Chlldren's Hospital, Iowa City, Iowa, United States|Norton Children's Hospital, Louisville, Kentucky, United States|University of Maryland Medical Center-Children's Hospital, Baltimore, Maryland, United States|Bloomberg Children's Center, Johns Hopkins University, Baltimore, Maryland, United States|CS Mott Children's Hospital, Ann Arbor, Michigan, United States|Children's Hospital and Medical Center, Omaha, Nebraska, United States|The Children's Hospital of Montefiore, Bronx, New York, United States|Cohen Children's Medical Center, Queens, New York, United States|Duke Children's Hospital, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Children's Hospital at Oklahoma University Medical Center, Oklahoma City, Oklahoma, United States|Penn State Children's Hospital, Hershey, Pennsylvania, United States|Children's Hospital of Philadelphia, Philadelphia, Pennsylvania, United States|Medical University of South Carolina, Charleston, South Carolina, United States|LeBonheur Children's Hospital, Memphis, Tennessee, United States|Medical City Dallas, Dallas, Texas, United States|Children's Health Dallas, Dallas, Texas, United States|Children's Hospital of San Antonio, San Antonio, Texas, United States|Seattle Children's Hospital, Seattle, Washington, United States|Children's Hospital of Wisconsin, Milwaukee, Wisconsin, United States|Queensland Children's Hospital, South Brisbane, Queensland, Australia|Royal Children's Hospital, Melbourne, Victoria, Australia|Perth Children's Hospital, Perth, Western Australia, Australia|Children's Hospital at Westmead, Sydney, Australia|Sabara Hospital Infantil, Sao Paulo, Brazil|Alberta Children's Hospital, Calgary, Alberta, Canada|Centre Hospitalier Universitaire Sainte Justine, Montréal, Quebec, Canada|Guangzhou Women & Children's Hospital (Newtown), Guangzhou, Guangzhou, China|Guangzhou Women & Children's Hospital (Yuexiu), Guangzhou, China|Rainbow Children's Hospital, Hyderabad, India|Meyer Children's Hospital, Florence, Italy|Bambino Gesu Children's Hospital, Rome, Italy|University of Malaysia Medical Center, Kuala Lumpur, Malaysia|University Medical Center Groningen, Groningen, Netherlands|Starship Children's Hospital, Auckland, New Zealand|King Chulalongkorn Memorial Hospital, Bangkok, Thailand|Faculty of Medicine Siriraj Hospital, Mahidol University, Bangkok, Thailand|Faculty of Medicine Ramathibodi Hospital, Bangkok, Thailand|Shaikh Khalifa Medical City, Abu Dhabi, United Arab Emirates|Birmingham Children's Hospital, Birmingham, UK, United Kingdom","https://ClinicalTrials.gov/show/NCT03896763"
310,"Open-Label Study of ARD-0403 in Testosterone Deficient Men","Completed","No Results Available","Hypogonadism","Drug: ARD-0403","Male","18 Years and older   (Adult, Older Adult)","Phase 3","150","February 2008","Medical Affiliated Research Center, Inc, Huntsville, Alabama, United States|Stanford University, Stanford, California, United States|Los Angeles Biomedical Research Institute at Harbor-UCLA, Torrance, California, United States|Northwestern University, Chicago, Illinois, United States|Johns Hopkins University, Baltimore, Maryland, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Duke University Medical Center, Durham, North Carolina, United States|Oregon Health and Science University, Portland, Oregon, United States|Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, United States|Michael E. Debakey VAMC, Houston, Texas, United States|dgd Research, San Antonio, Texas, United States|VA Puget Sound Health Care System, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00448955"
